Epoch,Loss,set5,set11,set14
65,0.0033186710393056274,0,27.828556883210705,0
66,0.003352256794460118,0,27.785081550626554,0
67,0.003359911572188139,0,27.750729027390467,0
68,0.0033073451556265353,0,27.83714844043269,0
69,0.003223005183972418,0,27.900942236764596,0
70,0.0034897876251488926,0,27.541208807580244,0
71,0.0032488392060622574,0,27.964035501000364,0
72,0.003362018936313689,0,27.900637976594478,0
73,0.0033119541755877433,0,27.691900391338073,0
74,0.00348038986325264,0,27.447380826074063,0
75,0.0032736430037766696,0,27.963107145239963,0
76,0.003343156133778393,0,27.846577172103185,0
77,0.0031645828718319534,0,27.27104907154471,0
78,0.003276080600917339,0,27.943943550355723,0
79,0.0032845314196310936,0,27.83771072137367,0
80,0.003366730543784797,0,27.887760867143893,0
81,0.003276571547612548,0,27.735522003155396,0
82,0.0032771883253008127,0,27.899469367516705,0
83,0.0031942633958533407,0,27.829765209800836,0
84,0.003620315198786557,0,27.66177051237743,0
85,0.0031984370993450285,0,28.106485362577008,0
86,0.0032644604705274107,0,27.94613005267281,0
87,0.003241852216888219,0,27.929554717296945,0
88,0.0031746146082878113,0,27.98400369025121,0
89,0.0032400459190830588,0,27.83703529636168,0
90,0.0033856069203466177,0,27.751967565319376,0
91,0.003124457551166415,0,28.028702417514364,0
92,0.0032485416112467648,0,28.106404411249756,0
93,0.00314702860545367,0,27.516095130117435,0
94,0.003322812090627849,0,27.608290309575832,0
95,0.0031728376913815735,0,28.000078108289788,0
96,0.003180425127502531,0,27.981537522165162,0
97,0.0033041363349184394,0,28.06045199487427,0
98,0.0032870884845033286,0,27.89304616921572,0
99,0.00320487292483449,0,28.000165674766034,0
100,0.0031903159990906717,0,27.887160804349072,0
101,0.0031687908479943873,0,28.0454228155216,0
102,0.0031747730332426726,0,28.038400566504027,0
103,0.003141523008234799,0,27.730532248243268,0
104,0.0031600758992135526,0,28.015458975046183,0
105,0.0031667627347633245,0,27.860294509404184,0
106,0.0032247629575431346,0,27.897949317841586,0
107,0.0031972972815856337,0,27.97410771325774,0
108,0.0031534063490107657,0,28.059256013084532,0
109,0.0032502571772783993,0,28.10475370750735,0
110,0.0032743859360925853,0,27.844760998822643,0
111,0.0031624753726646306,0,28.120609393455073,0
112,0.0032117336173541843,0,28.05893767540945,0
113,0.0032770791184157134,0,27.899992720637428,0
114,0.0032865719310939314,0,27.90710440550046,0
115,0.003158182785846293,0,27.814792692137598,0
116,0.0032352797966450453,0,27.978653775850294,0
117,0.00312890785979107,0,28.013545287269064,0
118,0.0031013441155664625,0,28.120537142616275,0
119,0.003192400934640318,0,27.920480136193714,0
120,0.0032436611549928785,0,28.01728685590207,0
121,0.003329576072283089,0,27.90897409860833,0
122,0.0032121130893938243,0,28.01382239126542,0
123,0.003143516373820603,0,27.84808319897567,0
124,0.003197399752680212,0,28.017412158152446,0
125,0.00313546008663252,0,28.182744638828378,0
126,0.0030718064540997147,0,28.036182236832893,0
127,0.0031473350711166857,0,27.880077681233047,0
128,0.003284808376338333,0,28.084808399687805,0
129,0.0030512001132592557,0,28.114412661124184,0
130,0.0031817648047581313,0,28.081907810629403,0
131,0.00314589369809255,0,28.19295072229451,0
132,0.003175351805984974,0,28.07861113455036,0
133,0.003063157321885228,0,28.062005638447648,0
134,0.00320801273919642,0,26.69110850036652,0
135,0.0032367821037769316,0,28.201481315567353,0
136,0.003121720573399216,0,28.12951498868248,0
137,0.0032822583382949235,0,28.093368051932462,0
138,0.003144706026650965,0,28.188075632874927,0
139,0.0030333979218266902,0,28.03441476337073,0
140,0.003242237374652177,0,27.873406422814256,0
141,0.003229393716901541,0,28.19078190497593,0
142,0.003084143903106451,0,28.052295656358876,0
143,0.003163013542070985,0,27.980931228205876,0
144,0.0032582861185073853,0,28.15960264417604,0
145,0.0031486806692555547,0,28.26137866159754,0
146,0.0031663464102894066,0,28.284237678981764,0
147,0.0030732322321273386,0,28.22275581625545,0
148,0.0031393612222746013,0,28.161750172278325,0
149,0.003166277778800577,0,27.936262893075433,0
150,0.0031883921986445786,0,27.97031805275361,0
151,0.003209224035963416,0,27.985986676008622,0
152,0.0030729257641360164,0,28.262290517680455,0
153,0.0031182622350752354,0,28.19191450460755,0
154,0.003001012778840959,0,28.305245383603566,0
155,0.0031407377403229477,0,28.223889070840496,0
156,0.0030157455033622683,0,28.330451396793627,0
157,0.003118766525294632,0,28.19925882017028,0
158,0.00312496324069798,0,28.294282682437128,0
159,0.0030689722835086286,0,28.1513602623048,0
160,0.003182759042829275,0,27.908108846503584,0
161,0.00311663833912462,0,26.362633866421653,0
162,0.003326160553842783,0,27.92462456048279,0
163,0.0030945268413051963,0,28.149870098776226,0
164,0.00300050625577569,0,28.241831787161107,0
165,0.0030831608455628157,0,28.232208429682466,0
166,0.0031044937018305063,0,28.308911264772664,0
167,0.0030565179837867616,0,28.289934074975953,0
168,0.003138859337195754,0,28.207761823629998,0
169,0.003045974555425346,0,28.32336458422774,0
170,0.0031722430000081657,0,28.240839369882494,0
171,0.003181362529285252,0,28.265510990857,0
172,0.00313426511362195,0,28.19519816769149,0
173,0.00310258221346885,0,28.221876399414477,0
174,0.0030799810402095317,0,28.336453109166825,0
175,0.0030849402397871016,0,28.21905249208677,0
176,0.002987681650556624,0,28.09913431177396,0
177,0.003096146951429546,0,28.269508482437377,0
178,0.003709433968178928,0,27.782355202971438,0
179,0.003007629760541022,0,28.37539050755677,0
180,0.003051861913409084,0,28.241158394916205,0
181,0.0030786010622978212,0,28.273451782470385,0
182,0.003057920017745346,0,28.076041847515764,0
183,0.003071465422399342,0,28.31992099361105,0
184,0.0031276113796047866,0,28.148640395643692,0
185,0.003085409188643098,0,28.27938903897318,0
186,0.003043533256277442,0,28.490172517798793,0
187,0.0030742469942197205,0,28.056464738576505,0
188,0.003087844769470394,0,28.15162773336216,0
189,0.0031155875604599714,0,28.28091845785723,0
190,0.0030262354388833046,0,28.296502273148224,0
191,0.003221970838494599,0,27.91931259148679,0
192,0.003141969512216747,0,28.431985599120477,0
193,0.0031349135423079134,0,28.3362432167793,0
194,0.003016268324572593,0,28.36878383180756,0
195,0.003040550472214818,0,28.31526267430081,0
196,0.0031209490820765496,0,28.35946533653096,0
197,0.0030667541618458927,0,28.482993038107885,0
198,0.0031198034295812247,0,28.115527911251878,0
199,0.002979765580967069,0,28.52689007082084,0
200,0.0029535870486870406,0,28.374737589307095,0
201,0.0029256246448494494,0,28.730851677447355,0
202,0.002953019414562732,0,28.672478394199935,0
203,0.002971566757187247,0,28.730956352733617,0
204,0.0028892730362713335,0,28.644663885939266,0
205,0.002874338668771088,0,28.68804744104789,0
206,0.0029281348781660197,0,28.730335113746357,0
207,0.0030079413857311012,0,28.7182601020014,0
208,0.0029176629753783346,0,28.776667188485,0
209,0.002806783337146044,0,28.77632830671416,0
210,0.002955963616259396,0,28.664545754800816,0
211,0.0029588442062959074,0,28.72315839102606,0
212,0.003004020187072456,0,28.592164442919742,0
213,0.0029195600049570203,0,28.698000409400734,0
214,0.002877599666826427,0,28.805537909598286,0
215,0.0028781142504885793,0,28.715354860069883,0
216,0.0029492403496988117,0,28.58774945213295,0
217,0.0029325008764863013,0,28.764532542220078,0
218,0.00300034852232784,0,28.675066990235212,0
219,0.002866881445515901,0,28.7550590031871,0
220,0.002969843507744372,0,28.77920508367215,0
221,0.002986305947415531,0,28.751485926412077,0
222,0.0029852659231983125,0,28.648904302250777,0
223,0.0029278504848480225,0,28.679321394838166,0
224,0.0029349516332149504,0,28.650914669313828,0
225,0.002925024931319058,0,28.682550348381014,0
226,0.002935122838243842,0,28.65894680515805,0
227,0.0028858662047423424,0,28.780646663173016,0
228,0.0029112688195891676,0,28.75790847638657,0
229,0.0028357622330076994,0,28.614523147200977,0
230,0.002879315686877817,0,28.761114306653084,0
231,0.0029757528193295,0,28.64676513114539,0
232,0.003027400812134147,0,28.52785696123401,0
233,0.002888004258275032,0,28.761712390616466,0
234,0.0029317281465046107,0,28.639296845294734,0
235,0.0028406830388121307,0,28.735465015657123,0
236,0.00287569678388536,0,28.538903976063477,0
237,0.0028974297549575565,0,28.674041688726653,0
238,0.0027979354234412314,0,28.82685385387225,0
239,0.002953371477779001,0,28.59978376000257,0
240,0.0029322878690436482,0,28.777550886722853,0
241,0.0028505748230963947,0,28.856098703218922,0
242,0.0029320361139252783,0,28.591204542873133,0
243,0.002909129559993744,0,28.716400516158636,0
244,0.0028154976875521243,0,28.768484320041022,0
245,0.00282378513365984,0,28.831220076551357,0
246,0.0028915397822856905,0,28.643530752328093,0
247,0.0029579127486795186,0,28.785951824278687,0
248,0.0028530732705257834,0,28.775983188681938,0
249,0.0027888296637684105,0,28.738149475623,0
250,0.0028088943078182636,0,28.64666650511794,0
251,0.002856787862256169,0,28.592694679228817,0
252,0.0029780058283358814,0,28.748144155517878,0
253,0.0028566204477101565,0,28.69235820078259,0
254,0.0029398372489959,0,28.64820860285713,0
255,0.0029264385998249054,0,28.791456468561897,0
256,0.002882300578057766,0,28.848801405224478,0
257,0.002889511266257614,0,28.792314366217408,0
258,0.002881333529949188,0,28.70832969478909,0
259,0.002781138210557401,0,28.744113282556977,0
260,0.002837293455377221,0,28.819761528825868,0
261,0.002870497026015073,0,28.75491715015995,0
262,0.002877082370687276,0,28.632430931380483,0
263,0.002870092156808823,0,28.836499092052613,0
264,0.002932689634617418,0,28.772704354703045,0
265,0.0028859437094070016,0,28.747569434606145,0
266,0.002883895377162844,0,28.803358303016253,0
267,0.0028007185668684543,0,28.69731175421656,0
268,0.002857319680042565,0,28.66979134061984,0
269,0.0029062609933316707,0,28.645375045995504,0
270,0.0029236482991836965,0,28.82667440011314,0
271,0.002917436638381332,0,28.875262259355818,0
272,0.002875070075970143,0,28.638440513697063,0
273,0.0028221662482246757,0,28.718916995556604,0
274,0.002902398337610066,0,28.56081442197751,0
275,0.0028275044402107596,0,28.832601891743447,0
276,0.0029100915556773545,0,28.744914747088703,0
277,0.0027811710722744467,0,28.86367600941953,0
278,0.002911470397375524,0,28.812070241880267,0
279,0.0028736115922220053,0,28.723785087508,0
280,0.002896872800774872,0,28.794259478169167,0
281,0.0029131620517000557,0,28.69810990723672,0
282,0.002869685743935406,0,28.70416028846888,0
283,0.0028670271160081027,0,28.816287488796284,0
284,0.0027937152283266185,0,28.801008104382653,0
285,0.002804811270907521,0,28.53485476331349,0
286,0.002857612033840269,0,28.773663992687407,0
287,0.002922150711528957,0,28.662563252349887,0
288,0.0030888230493292214,0,28.596096013884335,0
289,0.0028552530193701386,0,28.75532740633894,0
290,0.0028259970410726963,0,28.76607421344328,0
291,0.0028221797035075723,0,28.77335598186063,0
292,0.002931559206917882,0,28.646503077709614,0
293,0.0029422445385716856,0,28.844098674565462,0
294,0.002805446258280426,0,28.715714583992074,0
295,0.0028776335646398367,0,28.786391778140377,0
296,0.0028472578595392407,0,28.66365017676851,0
297,0.00300200957339257,0,28.746536429888923,0
298,0.0028720306931063534,0,28.790618051928394,0
299,0.002886000741273165,0,28.91922089335311,0
300,0.0028253993741236627,0,28.68742616205515,0
301,0.0028001426300033926,0,28.856285515449553,0
302,0.002893530505243689,0,28.823982674595417,0
303,0.002916611253749579,0,28.78761074234775,0
304,0.0029276141431182623,0,28.755504561420295,0
305,0.002940573107916862,0,28.84712007332598,0
306,0.002838844330981374,0,28.4323598758029,0
307,0.002848313581198454,0,28.833412551280784,0
308,0.0027988527808338404,0,28.934062609824124,0
309,0.0028779401397332548,0,28.71954086967786,0
310,0.002847404205240309,0,28.912744992065697,0
311,0.0029074928653426467,0,28.604021825105235,0
312,0.00284596478799358,0,28.867199426387263,0
313,0.0028787815291434525,0,28.86696696007961,0
314,0.0028409118857234718,0,28.78856357074903,0
315,0.0028554478543810547,0,28.777752611116146,0
316,0.002824805893469602,0,28.896868518027965,0
317,0.0028471553791314364,0,28.698087909065883,0
318,0.0028599233832210303,0,28.65720480457531,0
319,0.0028462211089208722,0,28.62275613942045,0
320,0.0028785502118989824,0,28.847231551940933,0
321,0.002867987814825028,0,28.964940125049438,0
322,0.0027900175331160427,0,28.90390572811399,0
323,0.0028634506301023067,0,28.717176410271847,0
324,0.002867866368032992,0,28.739857640251163,0
325,0.0028421543259173634,0,28.757991149424274,0
326,0.002847533377353102,0,28.749284542456248,0
327,0.002752005422953516,0,28.671230640055605,0
328,0.0028334332467056813,0,28.730514001161904,0
329,0.002954062770586461,0,28.859662180237866,0
330,0.0028777617146261035,0,28.782226829969833,0
331,0.0028839508863165975,0,28.672016651542393,0
332,0.0029145124554634094,0,28.821401617002802,0
333,0.0029075284069404006,0,28.80402962431625,0
334,0.0028526708413846792,0,28.844389694549033,0
335,0.0028679930069483816,0,28.675356930981597,0
336,0.0028348767012357713,0,28.845664891804052,0
337,0.002786523795221001,0,28.470649102722465,0
338,0.002956814595963806,0,28.81149080727828,0
339,0.0028530780551955103,0,28.856713074391294,0
340,0.0028850419307127595,0,28.86119006861496,0
341,0.002796507440507412,0,28.857074228812863,0
342,0.002977008866146207,0,28.811947737315283,0
343,0.0028949464787729083,0,28.807708338883312,0
344,0.002855301173403859,0,28.877500585572623,0
345,0.0029503276362083854,0,28.706449710579065,0
346,0.0028483387432061136,0,28.45538829511369,0
347,0.0028331966581754387,0,28.816790805531586,0
348,0.002881600896362215,0,28.779212605690272,0
349,0.002838361447211355,0,28.730403687372903,0
350,0.0028736089821904897,0,28.750005954980566,0
351,0.0028179036965593697,0,28.929807375321115,0
352,0.0028256838768720626,0,28.88864132495957,0
353,0.002847041138447821,0,28.79723184670439,0
354,0.002881975886411965,0,28.797468110241024,0
355,0.0028306126687675714,0,28.677472411927067,0
356,0.0029222147027030587,0,28.883979256015245,0
357,0.0028205090202391148,0,28.87759780162562,0
358,0.0028062006761319937,0,28.901148734566494,0
359,0.0028522635460831226,0,28.85176667294429,0
360,0.0027706341654993596,0,28.756032689147982,0
361,0.0029586949944496155,0,28.853517854638508,0
362,0.002860881898086518,0,28.923254009906977,0
363,0.002764908489771187,0,28.69745465766634,0
364,0.002783099920488894,0,28.843606077479457,0
365,0.00290858649648726,0,28.85434049182652,0
366,0.0028096025646664204,0,28.72153281746745,0
367,0.0029844884434714913,0,28.594233782721975,0
368,0.0027624994330108167,0,28.743234495250146,0
369,0.0028704450791701675,0,28.86768336413414,0
370,0.002847177803050727,0,28.577323740816233,0
371,0.002904286824632436,0,28.890154307054953,0
372,0.0028524409234523774,0,28.50686439402045,0
373,0.0027668910613283513,0,28.87978061090133,0
374,0.0028523559379391374,0,28.92778674890363,0
375,0.0027413495210930703,0,28.768437985561714,0
376,0.0027801698143593966,0,28.765902584580214,0
377,0.0027293620188720523,0,28.81731304416925,0
378,0.0028466360736638307,0,28.877398002267512,0
379,0.0028873575944453477,0,28.951274021290093,0
380,0.0028471826342865826,0,28.868213685151815,0
381,0.0028167949616909028,0,28.857785563943672,0
382,0.002886450916994363,0,28.84695364599951,0
383,0.0028317471500486136,0,28.84928967722218,0
384,0.0028039969224482775,0,28.840306731597135,0
385,0.00285950368270278,0,28.83550924671864,0
386,0.0028561801626347007,0,28.944637322661183,0
387,0.002792259892448783,0,28.8966120292113,0
388,0.002903797479812056,0,28.852910461808143,0
389,0.002790540761779994,0,28.89031141230206,0
390,0.002827141045127064,0,28.82335546326069,0
391,0.002742451992817223,0,28.944241290467232,0
392,0.002884048386476934,0,28.91698459651684,0
393,0.00283807574538514,0,28.896145301444577,0
394,0.002826361013576388,0,28.71326420820477,0
395,0.0028647309890948236,0,28.651786318564724,0
396,0.0028515510889701545,0,28.901376763468306,0
397,0.002883994057774544,0,28.887775045482215,0
398,0.0028561310260556637,0,28.87236581633806,0
399,0.0028541549132205545,0,28.816672710205218,0
400,0.002955402946099639,0,28.797680319354072,0
401,0.0028288545459508895,0,29.045421336059146,0
402,0.0027671856922097506,0,29.09109264530182,0
403,0.002810657119844109,0,29.14355428541803,0
404,0.00281962268287316,0,29.07799685238173,0
405,0.0027373110363259913,0,29.103223771844288,0
406,0.0028584481426514683,0,29.158753564824625,0
407,0.0027704579918645324,0,29.159676667069427,0
408,0.0027570365881547333,0,29.138286067297226,0
409,0.002796823866665363,0,29.192005460471467,0
410,0.0027893889136612416,0,29.118581141561457,0
411,0.0028810549294576047,0,29.165351205153755,0
412,0.002711622072383761,0,29.061598911486172,0
413,0.0028603195142932235,0,29.096050755224045,0
414,0.002797440805006772,0,29.07463458737898,0
415,0.0027815109328366817,0,29.00069238963234,0
416,0.0027083949954248964,0,29.206089734172608,0
417,0.0028095956426113845,0,29.08586157211103,0
418,0.0028012466290965677,0,29.088844623082306,0
419,0.002795673473738134,0,29.078184511940947,0
420,0.0027762315445579587,0,29.077482010014247,0
421,0.002814896684139967,0,28.97924263120577,0
422,0.0027930035279132427,0,29.081570324251253,0
423,0.0027455517067573963,0,29.016450857750918,0
424,0.002760397999081761,0,29.096586135955633,0
425,0.0027325531048700215,0,29.131497085886796,0
426,0.00285925074480474,0,29.119983663210075,0
427,0.002747828874271363,0,29.143118134623766,0
428,0.0028027257788926364,0,29.123292944688423,0
429,0.002658243775367737,0,29.14108670613433,0
430,0.002630395065061748,0,29.162528463465765,0
431,0.0027593473973684013,0,29.08977776038209,0
432,0.002709809348452836,0,29.053345681082828,0
433,0.002855607969686389,0,29.05445531336277,0
434,0.0028279579943045973,0,29.147877594970893,0
435,0.0028145774733275173,0,29.175323985406376,0
436,0.0028631062572821975,0,29.138827138298108,0
437,0.002725753099657595,0,29.145626140485025,0
438,0.00281822572927922,0,29.07721621977529,0
439,0.002801085500977933,0,29.04336313836998,0
440,0.0027939647808670996,0,29.142797252776703,0
441,0.002747672067489475,0,29.16175783865949,0
442,0.0027158319507725537,0,29.165747333679278,0
443,0.002847635627258569,0,29.157381948110825,0
444,0.002767732092179358,0,29.116161397167197,0
445,0.0027235287078656257,0,29.099659999181764,0
446,0.0026566997379995883,0,29.084323478806052,0
447,0.002782438222784549,0,29.159203933948426,0
448,0.0027666439185850323,0,29.099314907810697,0
449,0.0026690861699171366,0,29.0225484684547,0
450,0.002763959392905235,0,29.055279068386543,0
451,0.002844650922343135,0,29.05797045675017,0
452,0.0027193298214115203,0,29.202594649394108,0
453,0.0027654914651066066,0,29.13851232437796,0
454,0.002862845363561064,0,29.16968038232034,0
455,0.002831914916168898,0,29.18668057549373,0
456,0.0027505102986469863,0,29.13179789169052,0
457,0.0027869733422994612,0,29.142070232137634,0
458,0.0027107675559818745,0,29.13050375979429,0
459,0.002723549525253475,0,29.180594199392143,0
460,0.0027250772411935033,0,29.095697682196757,0
461,0.0027293140860274435,0,29.145260070853418,0
462,0.0027694355673156677,0,29.110144769098085,0
463,0.0028151856316253544,0,29.045288660510383,0
464,0.002714779144152999,0,29.070328270215352,0
465,0.002841219147667289,0,29.11847708489793,0
466,0.0027363114594481886,0,29.076114431897597,0
467,0.002692534571979195,0,29.221341372903705,0
468,0.002694494533352554,0,29.196516287183545,0
469,0.002824437948875129,0,29.03228167943664,0
470,0.0027967049344442786,0,29.159982144718413,0
471,0.002763017031829804,0,29.11851291910591,0
472,0.002772512333467603,0,29.15610812717321,0
473,0.0027705454896204173,0,29.122116909386282,0
474,0.0026970431138761343,0,29.076342765763368,0
475,0.002795733513776213,0,29.146939475832166,0
476,0.0027414421155117453,0,29.086712953132224,0
477,0.002732861274853349,0,29.1581737281885,0
478,0.002789171386975795,0,29.118295530741918,0
479,0.0027715278649702666,0,28.988614621365706,0
480,0.0027879366371780633,0,29.123171618296883,0
481,0.002797447992488742,0,29.068463143471977,0
482,0.0027384252147749067,0,29.16617863896264,0
483,0.002705415498930961,0,29.150520734595272,0
484,0.002755694759543985,0,29.179942880101702,0
485,0.0027727409242652356,0,29.090242783365,0
486,0.0027106354152783754,0,29.17746505176041,0
487,0.002796297948807478,0,29.153946537869377,0
488,0.0027846487308852376,0,29.14709091342413,0
489,0.0027582859876565634,0,29.16647241299959,0
490,0.002797434714157134,0,29.14589882527673,0
491,0.0027052090782672166,0,29.19869358513953,0
492,0.0027675141557119785,0,29.190395200742845,0
493,0.0027164152753539382,0,29.20191779223122,0
494,0.002684588802512735,0,29.0607237684838,0
495,0.002733269757591188,0,29.100298767855055,0
496,0.0027629966684617102,0,29.099351050068766,0
497,0.002686645567882806,0,29.06207037354277,0
498,0.0027264800993725656,0,29.075390232305608,0
499,0.002684582588262856,0,29.160813894050204,0
500,0.002680519341956824,0,29.17145194873589,0
501,0.0026962052704766395,0,29.17354445245028,0
502,0.0026654758886434137,0,29.053760170940233,0
503,0.002703186196740717,0,29.042943779270708,0
504,0.0027410102379508317,0,29.034123602109045,0
505,0.0027591623482294382,0,29.11897513189388,0
506,0.0027420796710066497,0,29.085028077432163,0
507,0.002673240292351693,0,29.24414848745931,0
508,0.0027633354067802427,0,29.147644387939224,0
509,0.0027639030595310032,0,29.17047077360363,0
510,0.0027656208467669785,0,28.99565637606082,0
511,0.002770003385376185,0,29.129288837836103,0
512,0.0027718179230578244,0,29.019939663566763,0
513,0.002775856284424663,0,29.049980974282107,0
514,0.002798209581524134,0,29.16156478087598,0
515,0.002772362248506397,0,29.123453122800505,0
516,0.002726182285696268,0,29.2069932495982,0
517,0.0027688829181715846,0,29.1794069031905,0
518,0.002807173554319888,0,29.174692584809257,0
519,0.002774878800846636,0,29.24918553081485,0
520,0.002650627710390836,0,29.20464351780182,0
521,0.002813186035491526,0,29.06097320746553,0
522,0.0027538721496239305,0,29.15557940125037,0
523,0.0026636369642801584,0,29.194131505143773,0
524,0.002748926067724824,0,29.134104975992933,0
525,0.0028033961239270866,0,29.145503630275424,0
526,0.002773136883042753,0,29.073960335049,0
527,0.002780535924248397,0,29.23626506862844,0
528,0.0027462329994887113,0,29.068596171572995,0
529,0.0026893950439989566,0,29.10481993068903,0
530,0.0027638273453339936,0,29.09698446891873,0
531,0.002682680953294039,0,29.093852064503675,0
532,0.0026393890264444055,0,29.131449810740357,0
533,0.002779938119929284,0,29.24225155717244,0
534,0.0027216349449008703,0,29.10956909977576,0
535,0.002785130231641233,0,29.066570512076964,0
536,0.0027939044591039418,0,29.122955404492686,0
537,0.002792596900835633,0,29.072722110394395,0
538,0.002840843994636089,0,29.251947598267304,0
539,0.0027659471798688173,0,29.237048394260878,0
540,0.0027944731013849378,0,29.17258944926697,0
541,0.002773325212765485,0,29.225186638994625,0
542,0.002707303094211966,0,29.183348791643365,0
543,0.0027936773165129127,0,29.114232810244662,0
544,0.0027361184870824218,0,29.16480994309577,0
545,0.0028297120449133216,0,29.15154060008465,0
546,0.0027783578308299183,0,29.178479529556228,0
547,0.0027678218041546645,0,29.164236909526725,0
548,0.0027600026526488366,0,29.155014065616403,0
549,0.0028058302984572945,0,29.197736507774547,0
550,0.002780757825821638,0,29.200952827388893,0
551,0.002827200696337968,0,29.185239254126166,0
552,0.002752898442558944,0,29.284228399313612,0
553,0.0027338332869112493,0,29.14776838631324,0
554,0.002762743222992867,0,29.132742421045055,0
555,0.0027731157978996635,0,29.174669129129537,0
556,0.0026584151247516273,0,29.156786179101253,0
557,0.002767841562163085,0,29.029858138969892,0
558,0.0027709451923146845,0,29.159529824197303,0
559,0.0026712335972115396,0,29.226032056238424,0
560,0.0028075779997743665,0,29.187674569463294,0
561,0.002722575662191957,0,29.14256019446044,0
562,0.002751054149121046,0,29.118993583772884,0
563,0.00273443539859727,0,29.154464006309297,0
564,0.0027327200141735375,0,29.10157169842091,0
565,0.002767888039816171,0,29.203476751942215,0
566,0.0026479501347057522,0,29.25077588321579,0
567,0.0026878871489316226,0,29.18472120931285,0
568,0.00272901100339368,0,29.202294541309335,0
569,0.002788211335428059,0,29.11568613967916,0
570,0.0028230969537980854,0,29.25065291843329,0
571,0.0026475211535580455,0,29.08717443828933,0
572,0.0027038877201266587,0,29.20259564362635,0
573,0.002630923590622842,0,29.170202768757452,0
574,0.0027072180062532427,0,29.140172843863464,0
575,0.002678826053161174,0,29.178919888282284,0
576,0.0028775499830953778,0,29.179648794010063,0
577,0.002726658086758107,0,29.17872762272412,0
578,0.002806725602131337,0,29.239837777758385,0
579,0.0026576630771160126,0,29.161536781519768,0
580,0.0028268626937642694,0,29.173610949253682,0
581,0.0028159835073165596,0,29.18974804424474,0
582,0.0027370413020253183,0,29.230351458655097,0
583,0.002756157226394862,0,29.177684075290006,0
584,0.0027327860984951258,0,29.20264038808439,0
585,0.002635344178415835,0,29.11630980754195,0
586,0.0028120998037047683,0,29.220557409187503,0
587,0.0027284508780576287,0,29.182604528324262,0
588,0.0026072848588228224,0,29.228380635736336,0
589,0.0027652439335361123,0,29.20138462991881,0
590,0.0026728482474572958,0,29.171598790476207,0
591,0.0028054370312020184,0,29.101907377943267,0
592,0.00275109285954386,0,29.107450827232697,0
593,0.002681083648931235,0,29.20612708536612,0
